timestamp,frame_id,child_frame_id,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
1.72711e+09,world,zivid_optical_center,0.0766527,0.416927,0.790593,-0.707063,0.000286405,-0.000190315,0.70715
1.72711e+09,world,zivid_optical_center,0.0766799,0.416929,0.790581,-0.70707,0.000308128,-0.000233921,0.707144
