timestamp,frame_id,child_frame_id,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
1.7292e+09,base_link,wrist_3_link,-0.126183,0.437513,0.469698,0.891037,-0.0806466,0.0401533,-0.444902
1.7292e+09,base_link,wrist_3_link,-0.156619,0.37568,0.317616,-0.808424,0.0984048,-0.0264883,0.579711
1.7292e+09,base_link,wrist_3_link,-0.227991,0.394811,0.320646,-0.803335,0.141544,-0.0617062,0.575161
1.7292e+09,base_link,wrist_3_link,-0.287133,0.450201,0.383819,-0.830837,0.163085,-0.110955,0.520386
1.7292e+09,base_link,wrist_3_link,-0.15031,0.330998,0.435942,-0.8547,0.0840868,-0.016878,0.511989
