timestamp,frame_id,child_frame_id,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z,rotation_w
1.7292e+09,base_link,wrist_3_link,-0.162618,0.328331,0.414625,0.871381,-0.0905109,0.00627422,-0.482145
1.7292e+09,base_link,wrist_3_link,0.00426202,0.348832,0.395969,0.88014,0.0168408,-0.0523515,-0.471517
1.7292e+09,base_link,wrist_3_link,0.0542105,0.355468,0.383132,0.881542,0.0643187,-0.0684954,-0.462661
1.7292e+09,base_link,wrist_3_link,0.0501558,0.616087,0.455792,0.958476,0.0465938,-0.07696,-0.270609
1.7292e+09,base_link,wrist_3_link,0.0449924,0.66636,0.471065,0.967597,0.040882,-0.0811444,-0.235586
1.7292e+09,base_link,wrist_3_link,0.082909,0.625848,0.426753,0.932436,0.202886,-0.0500454,-0.294782
